t_wall,t_sim_ns,ref_pos_shoulder_pan,ref_vel_shoulder_pan,fb_pos_shoulder_pan,err_pos_shoulder_pan,js_pos_shoulder_pan,js_vel_shoulder_pan,isaac_pos_shoulder_pan,isaac_vel_shoulder_pan,isaac_lag_shoulder_pan,ref_pos_shoulder_lift,ref_vel_shoulder_lift,fb_pos_shoulder_lift,err_pos_shoulder_lift,js_pos_shoulder_lift,js_vel_shoulder_lift,isaac_pos_shoulder_lift,isaac_vel_shoulder_lift,isaac_lag_shoulder_lift,ref_pos_elbow_flex,ref_vel_elbow_flex,fb_pos_elbow_flex,err_pos_elbow_flex,js_pos_elbow_flex,js_vel_elbow_flex,isaac_pos_elbow_flex,isaac_vel_elbow_flex,isaac_lag_elbow_flex,ref_pos_wrist_flex,ref_vel_wrist_flex,fb_pos_wrist_flex,err_pos_wrist_flex,js_pos_wrist_flex,js_vel_wrist_flex,isaac_pos_wrist_flex,isaac_vel_wrist_flex,isaac_lag_wrist_flex,ref_pos_wrist_roll,ref_vel_wrist_roll,fb_pos_wrist_roll,err_pos_wrist_roll,js_pos_wrist_roll,js_vel_wrist_roll,isaac_pos_wrist_roll,isaac_vel_wrist_roll,isaac_lag_wrist_roll,tcp_x,tcp_y,tcp_z,cup_red_x,cup_red_y,cup_red_z,cup_green_x,cup_green_y,cup_green_z,cup_blue_x,cup_blue_y,cup_blue_z,contact_cup_red_hit,contact_cup_red_impulse_n,contact_cup_green_hit,contact_cup_green_impulse_n,contact_cup_blue_hit,contact_cup_blue_impulse_n,contact_n_events,contact_events_json,attached_lego_xyz,physics_rate_hz,sim_time_s,render_fps,app_dt_ms
1777039818.4261022,1426283407719,1.8696527284516697,-0.01359971464090306,1.8697503251061045,-9.759665443476173e-05,1.8697503251061045,0.0,0.00012489530490711331,0.08406969904899597,1.8695278331467626,-0.11003726804790008,0.002370762530579646,-0.11005428152925276,1.701348135267622e-05,-0.11005428152925276,0.0,-0.0007492971490137279,0.0004436969757080078,-0.10928797089888635,0.07917142290702242,-0.0028538144824933514,0.07919190295040744,-2.0480043385021074e-05,0.07919190295040744,0.0,0.0005747642717324197,-0.02895832434296608,0.07859665863529,0.8038089268635962,0.004372728941076539,0.8037775465202089,3.1380343387232834e-05,0.8037775465202089,0.0,1.5631424188613892,-0.012198925949633121,-0.759333491997793,-1.5806003571198564,0.007553446388529104,-1.5806545634849485,5.420636509212429e-05,-1.5806545634849485,0.0,-1.5178773403167725,0.0019197087967768312,-0.0627230168030839,0.2331067745895208,0.007486074709443306,0.07514552062258535,-0.04914291203022003,-0.2800198793411255,1.862645149230957e-08,0.0388491153717041,-0.28001973032951355,7.450580596923828e-09,0.12684112787246704,-0.2800197899341583,7.450580596923828e-09,0,0.0,0,0.0,0,0.0,0,,,120.0,1426.8333333323644,,
1777039818.528475,1426283407719,1.8647498067926729,-0.1000051829999993,1.866575144488498,-0.0018253376958250467,1.8647498067926729,-0.1000051829999993,0.00012491599773056805,0.08111831545829773,1.8646248907949423,-0.1091825690143958,0.017433346726777956,-0.10950076997148775,0.00031820095709195195,-0.1091825690143958,0.017433346726777956,-0.000749570201151073,0.0014542937278747559,-0.10843299881324472,0.07814257566967753,-0.020985457938313377,0.0785256112913306,-0.00038303562165306615,0.07814257566967753,-0.020985457938313377,0.0005746472743339837,-0.02895147167146206,0.07756792839534354,0.8053853678405003,0.03215475982462365,0.8047984653075779,0.0005869025329223732,0.8053853678405003,0.03215475982462365,1.5631422996520996,-0.012335438281297684,-0.7577569318115993,-1.57787721498958,0.055544091057134634,-1.5788910296754326,0.0010138146858527097,-1.57787721498958,0.055544091057134634,-1.5178773403167725,0.0018628847319632769,-0.05999987467280743,0.2331068134680223,0.007486103182843988,0.07514551949451122,-0.04914291203022003,-0.2800198793411255,1.862645149230957e-08,0.0388491153717041,-0.28001973032951355,7.450580596923828e-09,0.12684112787246704,-0.2800197899341583,7.450580596923828e-09,0,0.0,0,0.0,0,0.0,0,,,120.0,1426.849999999031,,
1777039818.626774,1426300074387,1.8455320447152102,-0.22008307700001506,1.8497461800913624,-0.004214135376152228,1.8497461800913624,-0.20002072400000184,0.00012490851804614067,0.08076606690883636,1.845407136197164,-0.10583244355530703,0.03836585739798599,-0.10656707031126271,0.0007346267559556752,-0.10656707031126271,0.03486849910602346,-0.0007494388846680522,0.0013291984796524048,-0.10508300467063898,0.07410984930843377,-0.04618304788581311,0.07499415908148424,-0.0008843097730504706,0.07499415908148424,-0.04197308943770501,0.0005747147370129824,-0.028928576037287712,0.07353513457142079,0.811564472817165,0.07076351715090455,0.8102094979366269,0.0013549748805381512,0.8102094979366269,0.06431285006665544,1.5631422996520996,-0.012302489951252937,-0.7515778268349346,-1.5672034369440466,0.12223680915641542,-1.5695440188222887,0.002340581878242043,-1.5695440188222887,0.11109393507304689,-1.5178773403167725,0.001792191993445158,-0.04932609662727416,0.23310675970343453,0.007486130942850092,0.07514544538956897,-0.04914291203022003,-0.2800198793411255,1.862645149230957e-08,0.0388491153717041,-0.28001973032951355,7.450580596923828e-09,0.12684112787246704,-0.2800197899341583,7.450580596923828e-09,0,0.0,0,0.0,0,0.0,0,,,120.0,1426.8666666656977,,
1777039818.7269764,1426316741054,1.8247487101916162,-0.30000538300000007,1.830547902228669,-0.005799192037052814,1.8247487101916162,-0.30000538300000007,0.0008820107323117554,0.009589314460754395,1.8238666994593045,-0.10220940056874074,0.05229826799815819,-0.10322034142684704,0.0010109408581062962,-0.10220940056874074,0.05229826799815819,-0.07228008657693863,-3.292222023010254,-0.02992931399180211,0.06974859742749095,-0.06295424054385401,0.07096552136002095,-0.0012169239325299924,0.06974859742749095,-0.06295424054385401,0.0661419928073883,1.4969855546951294,0.003606604620102649,0.81824695776358,0.09646101079040374,0.8163823381355334,0.0018646196280466265,0.81824695776358,0.09646101079040374,1.436187505722046,-5.7180352210998535,-0.6179405479584659,-1.555660120981619,0.16662662685175697,-1.5588810625458565,0.0032209415642374672,-1.555660120981619,0.16662662685175697,-1.5684928894042969,-1.2198388576507568,0.012832768422677887,0.24651040015320705,0.007393300026953007,0.07894704312026009,-0.04914291203022003,-0.2800198793411255,1.862645149230957e-08,0.0388491153717041,-0.28001973032951355,7.450580596923828e-09,0.12684112787246704,-0.2800197899341583,7.450580596923828e-09,0,0.0,0,0.0,0,0.0,0,,,120.0,1426.8833333323644,,
1777039818.8217132,1426333407722,1.7897177229852244,-0.4000814969970005,1.7975524682901987,-0.0078347453049743,1.7897177229852244,-0.4000814969970005,0.008371291682124138,0.32918044924736023,1.7813464313031002,-0.09610264362044979,0.06974397973070187,-0.09746843114585857,0.0013657875254087792,-0.09610264362044979,0.06974397973070187,-0.10371015220880508,-0.7664810419082642,0.007607508588355294,0.06239756534591036,-0.08395458290524865,0.0640416373142098,-0.0016440719682994376,0.06239756534591036,-0.08395458290524865,0.07553446292877197,0.11233673244714737,-0.013136897582861615,0.8295105037744003,0.12863857712469295,0.8269913908043398,0.0025191129700604664,0.8295105037744003,0.12863857712469295,1.3128283023834229,-7.959690093994141,-0.4833177986090226,-1.5362034859868787,0.22221011384456227,-1.540554998514273,0.004351512527394297,-1.5362034859868787,0.22221011384456227,-1.5747439861297607,-0.14186382293701172,0.03854050014288202,0.26530117557842625,0.005499818623851057,0.08798609187593927,-0.04914291203022003,-0.2800198793411255,1.862645149230957e-08,0.0388491153717041,-0.28001973032951355,7.450580596923828e-09,0.12684112787246704,-0.2800197899341583,7.450580596923828e-09,0,0.0,0,0.0,0,0.0,0,,,120.0,1426.899999999031,,
1777039818.913959,1426350074389,1.7447463507206928,-0.5000077248338772,1.7545481396025138,-0.009801788881820928,1.7545481396025138,-0.48000425283423565,0.022508468478918076,0.8513361811637878,1.7222378822417748,-0.0882630346927146,0.08716356264351223,-0.08997172597244008,0.0017086912797254772,-0.08997172597244008,0.08367646874850009,-0.10289537161588669,0.3283305764198303,0.01463233692317209,0.052960606052654846,-0.10492347259974662,0.05501744972944383,-0.0020568436767889817,0.05501744972944383,-0.10072586995880489,0.07481364160776138,-0.08687861263751984,-0.021853035555106537,0.8439701910703055,0.16076795042202938,0.8408186127431437,0.0031515783271617304,0.8408186127431437,0.1543362154007715,1.165509581565857,-8.8325834274292,-0.32153939049555147,-1.5112258406179837,0.2777103522468802,-1.516669872995532,0.0054440323775482025,-1.516669872995532,0.2666001813849725,-1.5680084228515625,0.2016696184873581,0.05678258223357879,0.2874418375404511,0.0018878035998823289,0.09575594586619414,-0.04914291203022003,-0.2800198793411255,1.862645149230957e-08,0.0388491153717041,-0.28001973032951355,7.450580596923828e-09,0.12684112787246704,-0.2800197899341583,7.450580596923828e-09,0,0.0,0,0.0,0,0.0,0,,,120.0,1426.9166666656977,,
1777039819.0120265,1426366741057,1.701544514934079,-0.5800098062958929,1.7129470049771014,-0.011402490043022295,1.701544514934079,-0.5800098062958929,0.041356753557920456,1.0511292219161987,1.6601877613761586,-0.08073189920645317,0.10110988005579839,-0.0827196318069589,0.0019877326005057344,-0.08073189920645317,0.10110988005579839,-0.09797275066375732,0.3324122428894043,0.017240851457304154,0.04389497284684476,-0.12171140563617097,0.04628771358299127,-0.002392740736146509,0.04389497284684476,-0.12171140563617097,0.07012856751680374,-0.4447334408760071,-0.026233594669958983,0.8578609176509615,0.18649109434032812,0.8541946643855073,0.0036662532654542224,0.8578609176509615,0.18649109434032812,1.0132204294204712,-8.753714561462402,-0.15535951176950968,-1.4872310172620082,0.322144478200978,-1.4935640984706857,0.006333081208677482,-1.4872310172620082,0.322144478200978,-1.5543135404586792,0.36859044432640076,0.06708252319667096,0.308894848607616,-0.0036837184122432195,0.10748710406275352,-0.04914291203022003,-0.2800198793411255,1.862645149230957e-08,0.0388491153717041,-0.28001973032951355,7.450580596923828e-09,0.12684112787246704,-0.2800197899341583,7.450580596923828e-09,0,0.0,0,0.0,0,0.0,0,,,120.0,1426.9333333323643,,
1777039819.1098175,1426383407725,1.6384959638192156,-0.6800797518847403,1.6519528482490324,-0.013456884429816851,1.6384959638192156,-0.6800797518847403,0.06568856537342072,1.4204007387161255,1.5728073984457949,-0.06974099634288462,0.11855451648408935,-0.07208686007803904,0.002345863735154413,-0.06974099634288462,0.11855451648408935,-0.09557724744081497,0.060063332319259644,0.02583625109793035,0.03066463140051623,-0.14271045359594955,0.03348847386258815,-0.0028238424620719224,0.03066463140051623,-0.14271045359594955,0.06205594539642334,-0.623540997505188,-0.03139131399590711,0.8781329771340063,0.21866667734050563,0.873806172524005,0.004326804610001234,0.8781329771340063,0.21866667734050563,0.8750457167625427,-4.3453288078308105,0.0030872603714635627,-1.452213087599859,0.377724539185101,-1.4596872043575375,0.007474116757678617,-1.452213087599859,0.377724539185101,-1.5385007858276367,0.43910089135169983,0.08628769822777782,0.3269385568786308,-0.011477063787161155,0.12196289954924433,-0.04914291203022003,-0.2800198793411255,1.862645149230957e-08,0.0388491153717041,-0.28001973032951355,7.450580596923828e-09,0.12684112787246704,-0.2800197899341583,7.450580596923828e-09,0,0.0,0,0.0,0,0.0,0,,,120.0,1426.949999999031,,
1777039819.2056525,1426400074392,1.5497496578400867,-0.8000006372722597,1.5655528864301793,-0.015803228590092644,1.5655528864301793,-0.779996502781758,0.09642409533262253,1.8866218328475952,1.4533255625074641,-0.054270346958093324,0.1394596567180995,-0.057025235806340585,0.002754888848247261,-0.057025235806340585,0.13597244733473868,-0.09259167313575745,0.5013319849967957,0.03832132617766412,0.012041777909955587,-0.1678750962747702,0.015357985919563982,-0.003316208009608395,0.015357985919563982,-0.1636773546142897,0.05248504504561424,-0.3997213542461395,-0.040443267135658656,0.9066676597222235,0.2572249515411172,0.9015864328845302,0.005081226837693298,0.9015864328845302,0.2507930035085875,0.8504858613014221,-0.4321693181991577,0.0561817984208014,-1.402922313337797,0.44433005279752785,-1.4116996180881396,0.008777304750342552,-1.4116996180881396,0.4332195139802098,-1.5149943828582764,0.6377338767051697,0.11207206952047932,0.3300946981926888,-0.02080502686235752,0.1264828946631592,-0.04914291203022003,-0.2800198793411255,1.862645149230957e-08,0.0388491153717041,-0.28001973032951355,7.450580596923828e-09,0.12684112787246704,-0.2800197899341583,7.450580596923828e-09,0,0.0,0,0.0,0,0.0,0,,,120.0,1426.9666666656976,,
1777039819.3030562,1426416741060,1.4647439671888334,-0.9000067714370885,1.482549832130792,-0.01780586494195857,1.482549832130792,-0.8800002354895254,0.13437701761722565,2.107978582382202,1.3303669495716077,-0.039451778215785924,0.15689316925614574,-0.04255577550863972,0.003103997292853794,-0.04255577550863972,0.15340554124014721,-0.07892417162656784,1.1304712295532227,0.03947239341078192,-0.005796131008016838,-0.18886075380903358,-0.00205968237020206,-0.0037364486378147774,-0.00205968237020206,-0.18466250821790914,0.043378643691539764,-0.4108572006225586,-0.049174774699556605,0.933999618772959,0.28938001719465545,0.9282744823999932,0.005725136372965789,0.9282744823999932,0.28294729701935806,0.8605561256408691,0.40290674567222595,0.07344349313208987,-1.3557091221784165,0.499874672143139,-1.36559871543767,0.009889593259253537,-1.36559871543767,0.48876279952737045,-1.485514760017395,0.7806018590927124,0.12980563783897847,0.3289746740271343,-0.03172243799301144,0.12343904512508712,-0.04914291203022003,-0.2800198793411255,1.862645149230957e-08,0.0388491153717041,-0.28001973032951355,7.450580596923828e-09,0.12684112787246704,-0.2800197899341583,7.450580596923828e-09,0,0.0,0,0.0,0,0.0,0,,,120.0,1426.9833333323643,,
