t_wall,t_sim_ns,ref_pos_shoulder_pan,ref_vel_shoulder_pan,fb_pos_shoulder_pan,err_pos_shoulder_pan,js_pos_shoulder_pan,js_vel_shoulder_pan,isaac_pos_shoulder_pan,isaac_vel_shoulder_pan,isaac_lag_shoulder_pan,ref_pos_shoulder_lift,ref_vel_shoulder_lift,fb_pos_shoulder_lift,err_pos_shoulder_lift,js_pos_shoulder_lift,js_vel_shoulder_lift,isaac_pos_shoulder_lift,isaac_vel_shoulder_lift,isaac_lag_shoulder_lift,ref_pos_elbow_flex,ref_vel_elbow_flex,fb_pos_elbow_flex,err_pos_elbow_flex,js_pos_elbow_flex,js_vel_elbow_flex,isaac_pos_elbow_flex,isaac_vel_elbow_flex,isaac_lag_elbow_flex,ref_pos_wrist_flex,ref_vel_wrist_flex,fb_pos_wrist_flex,err_pos_wrist_flex,js_pos_wrist_flex,js_vel_wrist_flex,isaac_pos_wrist_flex,isaac_vel_wrist_flex,isaac_lag_wrist_flex,ref_pos_wrist_roll,ref_vel_wrist_roll,fb_pos_wrist_roll,err_pos_wrist_roll,js_pos_wrist_roll,js_vel_wrist_roll,isaac_pos_wrist_roll,isaac_vel_wrist_roll,isaac_lag_wrist_roll,tcp_x,tcp_y,tcp_z,cup_red_x,cup_red_y,cup_red_z,cup_green_x,cup_green_y,cup_green_z,cup_blue_x,cup_blue_y,cup_blue_z,contact_cup_red_hit,contact_cup_red_impulse_n,contact_cup_green_hit,contact_cup_green_impulse_n,contact_cup_blue_hit,contact_cup_blue_impulse_n,contact_n_events,contact_events_json,attached_lego_xyz,physics_rate_hz,sim_time_s,render_fps,app_dt_ms
1777039795.6824074,1419583407370,1.8809627883455602,-0.0006696737697816096,1.8809716515225052,-8.863176945039797e-06,1.8809716515225052,-0.00022742998641456978,1.8825641870498657,0.9894250631332397,-0.0016013987043055344,-0.0022052727209788993,-0.03253011927779517,-0.0017747344257572912,-0.00043053829522160807,-0.0017747344257572912,-0.01104765472275451,0.0018152777338400483,-2.5622315406799316,-0.004020550454818948,-0.0076438282765834455,0.0019269119361224859,-0.007669331084394749,2.5502807811303256e-05,-0.007669331084394749,0.000654404540286039,-0.007055231835693121,0.6688434481620789,-0.0005885964408903245,1.5604498576032564,-0.029440264759591987,1.5608395014681382,-0.0003896438648818279,1.5608395014681382,-0.00999829964449171,1.560957670211792,0.31347304582595825,-0.0005078126085356072,-1.5631546871097683,-0.03996892379615367,-1.562625695741305,-0.0005289913684634051,-1.562625695741305,-0.013573970201867971,-1.562538981437683,-0.19509753584861755,-0.0006157056720852427,-0.013819355477772678,-0.188614763411367,0.07622227251220631,-0.04914291203022003,-0.2800198793411255,1.862645149230957e-08,0.0388491153717041,-0.28001973032951355,7.450580596923828e-09,0.12684112787246704,-0.2800197899341583,7.450580596923828e-09,0,0.0,0,0.0,0,0.0,0,,,120.0,1420.1333333323705,,
1777039795.7595737,1419583407370,1.8808895055583237,-0.0016755043474120698,1.8809200981923102,-3.05926339865259e-05,1.8809200981923102,-0.0013939742913132286,1.882918119430542,1.4434813261032104,-0.00202861387221831,-0.005765062453588305,-0.08138941486490633,-0.0042789925527535536,-0.0014860699008347519,-0.0042789925527535536,-0.06771379141971873,0.002528756856918335,-1.6148383617401123,-0.00829381931050664,-0.007432965190983464,0.004821077772200626,-0.007520992099381106,8.802690839764243e-05,-0.007520992099381106,0.004011006286590213,-0.007086165715008974,0.41770923137664795,-0.0003467994759744899,1.557228192434385,-0.07365868848464135,1.5585731088473327,-0.0013449164129477609,1.5585731088473327,-0.061282036203080134,1.5609112977981567,0.35237109661102295,-0.0036831053637718103,-1.567528509515336,-0.10000108800000039,-1.5657026135167689,-0.0018258959985670842,-1.5657026135167689,-0.08319819998478874,-1.5625261068344116,-0.1591145545244217,-0.005002402680924334,-0.013871819683329536,-0.1885954801532428,0.07604456076634737,-0.04914291203022003,-0.2800198793411255,1.862645149230957e-08,0.0388491153717041,-0.28001973032951355,7.450580596923828e-09,0.12684112787246704,-0.2800197899341583,7.450580596923828e-09,0,0.0,0,0.0,0,0.0,0,,,120.0,1420.1499999990372,,
1777039795.854848,1419600074037,1.8806381740385887,-0.0033510243606193132,1.8807018513165052,-6.367727791656286e-05,1.8807018513165052,-0.0030158840100096298,1.8825370073318481,0.36311689019203186,-0.001898833293259461,-0.017973759709410838,-0.16277959071256068,-0.01488056786071955,-0.0030931918486912877,-0.01488056786071955,-0.14649978990027926,0.0016708218026906252,-1.8754818439483643,-0.019644581512101463,-0.006709786641717941,0.0096422006209879,-0.006893010940499669,0.00018322429878172859,-0.006893010940499669,0.00867787146390747,-0.007102189119905233,0.28414246439933777,0.00039240247818729274,1.5461791312086395,-0.1473180656705256,1.5489785180230577,-0.00279938681441827,1.5489785180230577,-0.13258459229913383,1.5609488487243652,0.3840414881706238,-0.014769717515725755,-1.5825290229195834,-0.20000311099999896,-1.5787284973748883,-0.0038005255446951214,-1.5787284973748883,-0.18000053700001745,-1.562536597251892,-0.16596820950508118,-0.019992425667691327,-0.013738529777218591,-0.18864253167179407,0.07623133918338335,-0.04914291203022003,-0.2800198793411255,1.862645149230957e-08,0.0388491153717041,-0.28001973032951355,7.450580596923828e-09,0.12684112787246704,-0.2800197899341583,7.450580596923828e-09,0,0.0,0,0.0,0,0.0,0,,,120.0,1420.1666666657038,,
1777039795.9497082,1419616740705,1.8803160057272879,-0.004693094387594248,1.8804069618554873,-9.095612819942644e-05,1.8803160057272879,-0.004693094387594248,1.882918119430542,1.897128701210022,-0.0026021137032541386,-0.0336234298432523,-0.22797207700743713,-0.029205138679763747,-0.00441829116348855,-0.0336234298432523,-0.22797207700743713,0.002354968572035432,-1.863050937652588,-0.03597839841528773,-0.005782783087880286,0.013503858148719626,-0.006044499250292334,0.00026171616241204773,-0.005782783087880286,0.013503858148719626,-0.007060606963932514,0.3168662190437317,0.0012778238760522281,1.532015935918572,-0.206318281454139,1.5360145582576812,-0.003998622339109081,1.532015935918572,-0.206318281454139,1.560810923576355,0.4204239249229431,-0.028794987657782878,-1.6017573715054894,-0.28010344800005543,-1.5963287303955482,-0.005428641109941124,-1.6017573715054894,-0.28010344800005543,-1.5626798868179321,-0.17247267067432404,-0.03907748468755723,-0.01390043185511485,-0.1886048643885253,0.07610516508415029,-0.04914291203022003,-0.2800198793411255,1.862645149230957e-08,0.0388491153717041,-0.28001973032951355,7.450580596923828e-09,0.12684112787246704,-0.2800197899341583,7.450580596923828e-09,0,0.0,0,0.0,0,0.0,0,,,120.0,1420.1833333323705,,
1777039796.0488229,1419633407372,1.879763566191219,-0.0063668823452047545,1.8798876017086206,-0.00012403551740147734,1.879763566191219,-0.0063668823452047545,1.8827167749404907,1.2289624214172363,-0.0029532087492716297,-0.0604587708904473,-0.3092781164017014,-0.05443361303313162,-0.00602515785731568,-0.0604587708904473,-0.3092781164017014,-0.0018778711091727018,-3.2543625831604004,-0.0585808997812746,-0.004193199645773019,0.018319997199724467,-0.004550098078672665,0.0003568984328996463,-0.004193199645773019,0.018319997199724467,-0.006809082813560963,0.6727277040481567,0.0026158831677879435,1.5077295341812516,-0.2799015138389476,1.5131823959129587,-0.005452861731707115,1.5077295341812516,-0.2799015138389476,1.5575850009918213,0.30220702290534973,-0.04985546681056974,-1.634729267249239,-0.3800020946961642,-1.627326310217254,-0.0074029570319851246,-1.634729267249239,-0.3800020946961642,-1.567137360572815,-0.421709269285202,-0.06759190667642412,-0.014087817682306355,-0.18922640173302013,0.07687207850085072,-0.04914291203022003,-0.2800198793411255,1.862645149230957e-08,0.0388491153717041,-0.28001973032951355,7.450580596923828e-09,0.12684112787246704,-0.2800197899341583,7.450580596923828e-09,0,0.0,0,0.0,0,0.0,0,,,120.0,1420.1999999990371,,
1777039796.1396303,1419650074040,1.87920059896346,-0.007707272498178855,1.879351410603566,-0.0001508116401061077,1.87920059896346,-0.007707272498178855,1.8828504085540771,4.670065879821777,-0.0036498095906172257,-0.08780550581609624,-0.3743890010201367,-0.08047966917351883,-0.00732583664257741,-0.08780550581609624,-0.3743890010201367,-0.012187734246253967,-3.9551730155944824,-0.07561777156984227,-0.002573323939440147,0.022176821076432835,-0.003007267693169377,0.0004339437537292301,-0.002573323939440147,0.022176821076432835,-0.006039906293153763,0.49408090114593506,0.003466582353713616,1.4829803130165116,-0.3388278788340078,1.4896103093132123,-0.006629996296700691,1.4829803130165116,-0.3388278788340078,1.5476595163345337,0.07749208807945251,-0.06467920331802213,-1.6683294995442093,-0.4600021698078582,-1.6593284318257098,-0.009001067718499511,-1.6683294995442093,-0.4600021698078582,-1.5806434154510498,-0.6258249878883362,-0.08768608409315948,-0.014963786406515628,-0.19104171758098237,0.07864409928112484,-0.04914291203022003,-0.2800198793411255,1.862645149230957e-08,0.0388491153717041,-0.28001973032951355,7.450580596923828e-09,0.12684112787246704,-0.2800197899341583,7.450580596923828e-09,0,0.0,0,0.0,0,0.0,0,,,120.0,1420.2166666657038,,
1777039796.2365277,1419666740708,1.878346082728593,-0.009382784363515785,1.8785304266392981,-0.00018434391070520917,1.878346082728593,-0.009382784363515785,1.8822344541549683,2.5360777378082275,-0.0038883714263753255,-0.1293145454409258,-0.45577878107392794,-0.12035984290652313,-0.00895470253440267,-0.1293145454409258,-0.45577878107392794,-0.0317520871758461,-3.135802984237671,-0.0975624582650797,-0.0001145483282279824,0.026997920480488193,-0.0006449774683923991,0.0005304291401644168,-0.0001145483282279824,0.026997920480488193,-0.005337361246347427,0.5498756170272827,0.005222812918119445,1.445413985452946,-0.41248689782030895,1.4535181307591756,-0.008104145306229604,1.445413985452946,-0.41248689782030895,1.5303703546524048,-0.13359171152114868,-0.08495636919945881,-1.7193305926373088,-0.5600037065060335,-1.7083281791460343,-0.01100241349127451,-1.7193305926373088,-0.5600037065060335,-1.6039386987686157,-0.8411665558815002,-0.11539189386869309,-0.015692623646790357,-0.19453449798154623,0.08186262907435209,-0.04914291203022003,-0.2800198793411255,1.862645149230957e-08,0.0388491153717041,-0.28001973032951355,7.450580596923828e-09,0.12684112787246704,-0.2800197899341583,7.450580596923828e-09,0,0.0,0,0.0,0,0.0,0,,,120.0,1420.2333333323704,,
1777039796.3326714,1419683407375,1.8773401521285837,-0.010182332549431895,1.877546194387936,-0.00020604225935216824,1.8773401521285837,-0.010182332549431895,1.8819111585617065,3.563894748687744,-0.004571006433122804,-0.17817869972135955,-0.49461768895924785,-0.16816997670491848,-0.010008723016441068,-0.17817869972135955,-0.49461768895924785,-0.060048624873161316,-4.093930244445801,-0.11813007484819824,0.0027799053111034148,0.029298531632604968,0.002187041581307976,0.0005928637297954388,0.0027799053111034148,0.029298531632604968,-0.003987038508057594,0.5907528400421143,0.006766943819161009,1.4011911645347457,-0.44763671455943377,1.410249214798662,-0.009058050263916373,1.4011911645347457,-0.44763671455943377,1.5058462619781494,-0.42463913559913635,-0.10465509744340373,-1.7793687265931077,-0.6077240771674318,-1.7670712651505345,-0.012297461442573265,-1.7793687265931077,-0.6077240771674318,-1.6372425556182861,-1.1800810098648071,-0.1421261709748216,-0.01735716047751081,-0.19904354766613067,0.08724805108174134,-0.04914291203022003,-0.2800198793411255,1.862645149230957e-08,0.0388491153717041,-0.28001973032951355,7.450580596923828e-09,0.12684112787246704,-0.2800197899341583,7.450580596923828e-09,0,0.0,0,0.0,0,0.0,0,,,120.0,1420.249999999037,,
1777039796.4295204,1419700074043,1.876412837144055,-0.008414260810835598,1.876584520535538,-0.00017168339148310174,1.876412837144055,-0.008414260810835598,1.8806774616241455,3.30130672454834,-0.004264624480090573,-0.22322401643622436,-0.40873171410923875,-0.21488431215766077,-0.008339704278563592,-0.22322401643622436,-0.40873171410923875,-0.09546094387769699,-4.231808662414551,-0.12776307255852737,0.0054481512435288456,0.024211101467632824,0.004954151342057066,0.0004939999014717793,0.0054481512435288456,0.024211101467632824,-0.002015874721109867,0.5771931409835815,0.007464025964638713,1.3604244511101609,-0.3699085692327357,1.3679720134132982,-0.007547562303137356,1.3604244511101609,-0.3699085692327357,1.4739418029785156,-0.4658365547657013,-0.11351735186835477,-1.8347147527104828,-0.502198181162371,-1.8244679718134968,-0.01024678089698594,-1.8347147527104828,-0.502198181162371,-1.680511236190796,-1.4014252424240112,-0.1542035165196869,-0.01894636628586019,-0.20485488701562304,0.09410644187161149,-0.04914291203022003,-0.2800198793411255,1.862645149230957e-08,0.0388491153717041,-0.28001973032951355,7.450580596923828e-09,0.12684112787246704,-0.2800197899341583,7.450580596923828e-09,0,0.0,0,0.0,0,0.0,0,,,120.0,1420.2666666657037,,
1777039796.5219126,1419716740710,1.8756553067436657,-0.0067390764645125405,1.8757933918839749,-0.0001380851403092187,1.8756553067436657,-0.0067390764645125405,1.8790796995162964,2.2356791496276855,-0.0034243927726307355,-0.2600218654691518,-0.32735784363967013,-0.25331423215940735,-0.006707633309744443,-0.2600218654691518,-0.32735784363967013,-0.13291522860527039,-4.331987380981445,-0.1271066368638814,0.007627860881838765,0.019390944463064795,0.007230536218584241,0.00039732466325452433,0.007627860881838765,0.019390944463064795,-0.00016495453019160777,0.649185836315155,0.007792815412030373,1.3271218244317387,-0.2962639486680219,1.3331923370807324,-0.00607051264899372,1.3271218244317387,-0.2962639486680219,1.441815733909607,-0.725088894367218,-0.11469390947786828,-1.8799273266730856,-0.4022161921625552,-1.8716858295448309,-0.008241497128254727,-1.8799273266730856,-0.4022161921625552,-1.7241572141647339,-1.352130651473999,-0.1557701125083517,-0.020311530539140994,-0.2104075656464926,0.10209962234727833,-0.04914291203022003,-0.2800198793411255,1.862645149230957e-08,0.0388491153717041,-0.28001973032951355,7.450580596923828e-09,0.12684112787246704,-0.2800197899341583,7.450580596923828e-09,0,0.0,0,0.0,0,0.0,0,,,120.0,1420.2833333323704,,
