t_wall,t_sim_ns,ref_pos_shoulder_pan,ref_vel_shoulder_pan,fb_pos_shoulder_pan,err_pos_shoulder_pan,js_pos_shoulder_pan,js_vel_shoulder_pan,isaac_pos_shoulder_pan,isaac_vel_shoulder_pan,isaac_lag_shoulder_pan,ref_pos_shoulder_lift,ref_vel_shoulder_lift,fb_pos_shoulder_lift,err_pos_shoulder_lift,js_pos_shoulder_lift,js_vel_shoulder_lift,isaac_pos_shoulder_lift,isaac_vel_shoulder_lift,isaac_lag_shoulder_lift,ref_pos_elbow_flex,ref_vel_elbow_flex,fb_pos_elbow_flex,err_pos_elbow_flex,js_pos_elbow_flex,js_vel_elbow_flex,isaac_pos_elbow_flex,isaac_vel_elbow_flex,isaac_lag_elbow_flex,ref_pos_wrist_flex,ref_vel_wrist_flex,fb_pos_wrist_flex,err_pos_wrist_flex,js_pos_wrist_flex,js_vel_wrist_flex,isaac_pos_wrist_flex,isaac_vel_wrist_flex,isaac_lag_wrist_flex,ref_pos_wrist_roll,ref_vel_wrist_roll,fb_pos_wrist_roll,err_pos_wrist_roll,js_pos_wrist_roll,js_vel_wrist_roll,isaac_pos_wrist_roll,isaac_vel_wrist_roll,isaac_lag_wrist_roll,tcp_x,tcp_y,tcp_z,cup_red_x,cup_red_y,cup_red_z,cup_green_x,cup_green_y,cup_green_z,cup_blue_x,cup_blue_y,cup_blue_z,attached_lego_xyz,physics_rate_hz,sim_time_s,render_fps,app_dt_ms
1777000041.445035,429966689091,1.5573589932953742,-0.040005615388842654,1.5578888182277644,-0.0005298249323901771,1.5578888182277644,-0.013594902089775585,1.559718370437622,-0.13499435782432556,-0.002359377142247876,-0.22919102756900428,0.005864017665337973,-0.22926868923556967,7.766166656539286e-05,-0.22926868923556967,0.001992738900230086,-0.22624346613883972,0.07101137936115265,-0.002947561430164558,0.21260127289464215,-0.005703631439641325,0.21267681044387157,-7.553754922942635e-05,0.21267681044387157,-0.001938235675777592,0.2136102020740509,-0.06707888841629028,-0.0010089291794087574,0.7982752031525129,0.019875598057000666,0.7980119754207456,0.0002632277317672349,0.7980119754207456,0.006754222049439065,0.7980904579162598,0.030107665807008743,0.00018474523625311434,-1.5718180752430841,0.0012672644905385227,-1.5718348585950337,1.6783351949545278e-05,-1.5718348585950337,0.00043064796037435056,-1.5718388557434082,-0.02176676318049431,2.0780500324057982e-05,0.049045570692401,-0.27964575215144744,0.12840439599576886,-0.0492180772125721,-0.2799921929836273,7.450580596923828e-09,0.03877139836549759,-0.27999165654182434,3.725290298461914e-09,0.1267659068107605,-0.2799922525882721,0.0,,120.0,429.933333333271,,
1777000041.5518503,429966689091,1.5481861164054727,-0.14000172899999963,1.5507864129468643,-0.0026002965413916,1.5507864129468643,-0.11999954600000046,1.5597184896469116,-0.13567528128623962,-0.011532373241438965,-0.2278464685214418,0.020521434405009427,-0.22822761963499513,0.00038115111355332965,-0.22822761963499513,0.017589517139961982,-0.22624348104000092,0.07237669825553894,-0.0016029874814408873,0.21129348876202256,-0.019960154477497796,0.21166421504536354,-0.00037072628334097746,0.21166421504536354,-0.017108427820842164,0.21361017227172852,-0.06712610274553299,-0.002316683509705958,0.8028324737336052,0.06955568776641492,0.8015405938716563,0.001291879861948897,0.8015405938716563,0.05961819909872087,0.7980905175209045,0.030006129294633865,0.004741956212700682,-1.57152750450581,0.004434857908098179,-1.5716098745291116,8.237002330169219e-05,-1.5716098745291116,0.003801245451376953,-1.5718388557434082,-0.02172349952161312,0.00031135123759828964,0.04904560126671257,-0.2796457436641005,0.1284044341940873,-0.0492180772125721,-0.2799921929836273,7.450580596923828e-09,0.03877139836549759,-0.27999165654182434,3.725290298461914e-09,0.1267659068107605,-0.2799922525882721,0.0,,120.0,429.94999999993763,,
1777000041.6289768,429983355758,1.5337863921269554,-0.21999984700001188,1.5379859890652616,-0.004199596938306183,1.5379859890652616,-0.2000018470000004,1.5597182512283325,-0.1348911076784134,-0.025931859101377075,-0.22573575889419287,0.03224754766651984,-0.2263513352425173,0.0006155763483244314,-0.2263513352425173,0.029316243545042482,-0.22624337673187256,0.07180812954902649,0.0005076178376796914,0.20924050896609037,-0.03136554785795671,0.20983924874045284,-0.0005987397743624778,0.20983924874045284,-0.028514417574835065,0.2136101871728897,-0.06714017689228058,-0.004369678206799343,0.8099865477082125,0.10930036918751916,0.8079001030944778,0.0020864446137347503,0.8079001030944778,0.09936495871874194,0.7980905175209045,0.03006531298160553,0.011896030187308004,-1.5710713620599481,0.006968971513546523,-1.5712043933862445,0.00013303132629638448,-1.5712043933862445,0.0063354915624084405,-1.5718388557434082,-0.021786488592624664,0.0007674936834600743,0.04904562667945076,-0.27964573480413774,0.12840446969071653,-0.0492180772125721,-0.2799921929836273,7.450580596923828e-09,0.03877139836549759,-0.27999165654182434,3.725290298461914e-09,0.1267659068107605,-0.2799922525882721,0.0,,120.0,429.9666666666043,,
1777000041.7241004,430000022426,1.5129859876662035,-0.3000012360000041,1.5187972774265068,-0.0058112897603033176,1.5129859876662035,-0.3000012360000041,1.5595711469650269,-0.26899173855781555,-0.04658515929882334,-0.22268683843593934,0.043974140390762834,-0.22353865649901877,0.0008518180630794348,-0.22268683843593934,0.043974140390762834,-0.22622422873973846,0.116417296230793,0.003537390303799126,0.20627497926016047,-0.04277140758740464,0.20710349932314578,-0.0008285200629853107,0.20627497926016047,-0.04277140758740464,0.21358726918697357,-0.06003437936306,-0.007312289926813098,0.8203206089260359,0.14904667570750937,0.8174334427533394,0.002887166172696465,0.8203206089260359,0.14904667570750937,0.7981648445129395,0.027930399402976036,0.022155764413096413,-1.5704124642100905,0.00950318873500266,-1.5705965493962797,0.0001840851861891757,-1.5704124642100905,0.00950318873500266,-1.5718342065811157,-0.014536891132593155,0.0014217423710252142,0.049090400772686095,-0.27963711601986363,0.12839816674496918,-0.0492180772125721,-0.2799921929836273,7.450580596923828e-09,0.03877139836549759,-0.27999165654182434,3.725290298461914e-09,0.1267659068107605,-0.2799922525882721,0.0,,120.0,429.98333333327093,,
1777000041.800093,430016689093,1.4857885765099326,-0.3799941630000301,1.4931865330668503,-0.007397956556917773,1.4931865330668503,-0.35999951499997923,1.5533061027526855,-1.3288238048553467,-0.06751752624275298,-0.21870024560586487,0.0556994927561945,-0.21978463707230075,0.00108439146643588,-0.21978463707230075,0.05276867997041918,-0.2253829538822174,0.011406175792217255,0.006682708276352534,0.20239742337606717,-0.054176060882989346,0.20345215574793588,-0.0010547323718687052,0.20345215574793588,-0.05132540849708906,0.21263329684734344,-0.0020378660410642624,-0.010235873471276274,0.8338328323246502,0.1887887781349361,0.8301573780280648,0.0036754542965854453,0.8301573780280648,0.1788550330074673,0.8012949824333191,0.14511121809482574,0.03253784989133113,-1.569550927321884,0.01203713790429799,-1.5697852736144229,0.0002343462925389339,-1.5697852736144229,0.01140376413501479,-1.5716360807418823,-0.05005701258778572,0.0020851534199983757,0.051151682953979226,-0.2792702112116324,0.12804888642235146,-0.0492180772125721,-0.2799921929836273,7.450580596923828e-09,0.03877139836549759,-0.27999165654182434,3.725290298461914e-09,0.1267659068107605,-0.2799922525882721,0.0,,120.0,429.9999999999376,,
1777000041.879337,430033355761,1.4611866124503567,-0.4399993524378663,1.4697855631090848,-0.008598950658728066,1.4611866124503567,-0.4399993524378663,1.5412083864212036,-1.7130297422409058,-0.08002177397084687,-0.21509409305839888,0.06449504526690578,-0.2163545260770154,0.0012604330186165302,-0.21509409305839888,0.06449504526690578,-0.22357118129730225,-0.01191575825214386,0.008477088238903363,0.19888990238624432,-0.06273104701913237,0.2001158614134546,-0.0012259590272102883,0.19888990238624432,-0.06273104701913237,0.2109365314245224,-0.004218956455588341,-0.012046629038278078,0.8460555851634265,0.2186005686800631,0.8417834527304242,0.004272132433002285,0.8460555851634265,0.2186005686800631,0.8072425127029419,0.24970728158950806,0.0388130724604846,-1.5687716068403184,0.01393793220737628,-1.5690439972215129,0.00027239038119453163,-1.5687716068403184,0.01393793220737628,-1.5712482929229736,-0.05975650995969772,0.0024766860826552772,0.05466012910284393,-0.2786058757516001,0.1273183153290034,-0.0492180772125721,-0.2799921929836273,7.450580596923828e-09,0.03877139836549759,-0.27999165654182434,3.725290298461914e-09,0.1267659068107605,-0.2799922525882721,0.0,,120.0,430.01666666660424,,
1777000041.9549985,430050022428,1.4121836137660524,-0.5400048644614134,1.4227849715441336,-0.010601357778081244,1.4227849715441336,-0.5200024404613717,1.5230478048324585,-2.5343546867370605,-0.1108641910664061,-0.20791124017271298,0.07915383962458437,-0.20946518575467737,0.0015539455819643944,-0.20946518575467737,0.07622188703378342,-0.22079263627529144,-0.013677030801773071,0.012881396102578463,0.19190350707108833,-0.07698890999588964,0.19341495082562746,-0.0015114437545391268,0.19341495082562746,-0.07413714897967325,0.20834536850452423,0.04326215386390686,-0.0164418614334359,0.8704012650378751,0.268285327710635,0.8651342962884232,0.005266968749451872,0.8651342962884232,0.2583477193092581,0.816290557384491,0.3448358178138733,0.054110707653384105,-1.5672193307521025,0.017105823339983395,-1.5675551517145612,0.000335820962458655,-1.5675551517145612,0.016472203249073367,-1.5706684589385986,-0.059068359434604645,0.00344912818649612,0.05997572462370004,-0.2774813404835943,0.12619760441757844,-0.0492180772125721,-0.2799921929836273,7.450580596923828e-09,0.03877139836549759,-0.27999165654182434,3.725290298461914e-09,0.1267659068107605,-0.2799922525882721,0.0,,120.0,430.0333333332709,,
1777000042.0319874,430066689096,1.377987574707717,-0.5999977764615242,1.3897845438151424,-0.011796969107425337,1.377987574707717,-0.5999977764615242,1.498388648033142,-3.3094916343688965,-0.12040107332542505,-0.20289878941614573,0.08794759251014356,-0.20462798754423434,0.0017291981280886104,-0.20289878941614573,0.08794759251014356,-0.21711941063404083,0.018356770277023315,0.014220621217895107,0.18702815140942464,-0.08554214572824874,0.1887100543932831,-0.001681902983858452,0.18702815140942464,-0.08554214572824874,0.2048293799161911,0.04950951039791107,-0.017801228506766464,0.8873905481887232,0.29809101857654424,0.8815295755729785,0.005860972615744697,0.8873905481887232,0.29809101857654424,0.8285093903541565,0.46935373544692993,0.05888115783456671,-1.5661360971711578,0.01900622872858337,-1.566509791711298,0.00037369454014024583,-1.5661360971711578,0.01900622872858337,-1.5698829889297485,-0.07463766634464264,0.0037468917585907757,0.06694570874261022,-0.2758346416102587,0.1247634406557903,-0.0492180772125721,-0.2799921929836273,7.450580596923828e-09,0.03877139836549759,-0.27999165654182434,3.725290298461914e-09,0.1267659068107605,-0.2799922525882721,0.0,,120.0,430.04999999993754,,
1777000042.1078935,430083355763,1.312984522204685,-0.7000023360430162,1.326782952593994,-0.013798430389309058,1.326782952593994,-0.680004719030919,1.4673715829849243,-4.08700704574585,-0.15438706078023934,-0.1933706508167557,0.10260624725898503,-0.19539322286746455,0.002022572050708854,-0.19539322286746455,0.09967499927581697,-0.21246442198753357,0.055833518505096436,0.019093771170777873,0.17776061608156102,-0.09979987291462633,0.179727868943971,-0.0019672528624099794,0.179727868943971,-0.09694879723439372,0.20041526854038239,0.057074613869190216,-0.022654652458821367,0.9196853780887511,0.3477753044147492,0.9128300390677204,0.0068553390210306375,0.9128300390677204,0.3378400842220784,0.8439040780067444,0.5887007117271423,0.07578130008200668,-1.5640769847337397,0.0221740896906153,-1.564514079893695,0.0004370951599552697,-1.564514079893695,0.021540621871485918,-1.5688951015472412,-0.08794994652271271,0.004818116813501527,0.07559353577694845,-0.27348983880552225,0.1229717753823349,-0.0492180772125721,-0.2799921929836273,7.450580596923828e-09,0.03877139836549759,-0.27999165654182434,3.725290298461914e-09,0.1267659068107605,-0.2799922525882721,0.0,,120.0,430.0666666666042,,
1777000042.1884992,430100022431,1.2537819416588398,-0.780005309121079,1.269185157976997,-0.01540321631815722,1.269185157976997,-0.7600013111685606,1.4381076097488403,-3.1208300590515137,-0.1843256680900005,-0.18469274460833443,0.11433307217718071,-0.18695054596233937,0.00225780135400494,-0.18695054596233937,0.11140088887663942,-0.20810478925704956,0.07880209386348724,0.02341204464871513,0.16932005851414975,-0.11120595848731486,0.17151610694409988,-0.002196048429950137,0.17151610694409988,-0.10835397307147512,0.19633205235004425,-0.018023017793893814,-0.027011993835894504,0.9490984163192485,0.3875223979367847,0.9414457872233296,0.007652629095918906,0.9414457872233296,0.37758400756398103,0.8583505153656006,0.5552228093147278,0.09074790095364793,-1.562201614805176,0.024708357091179186,-1.5626895450342282,0.0004879302290521359,-1.5626895450342282,0.024074687141906283,-1.5679662227630615,-0.06428869068622589,0.00576460795788547,0.08326234227913956,-0.2711340810665515,0.12132390695957276,-0.0492180772125721,-0.2799921929836273,7.450580596923828e-09,0.03877139836549759,-0.27999165654182434,3.725290298461914e-09,0.1267659068107605,-0.2799922525882721,0.0,,120.0,430.08333333327084,,
